Sequences	Score	Value
Q9LCQ4.1|DNAJ_BRECH|Full=Chaperone protein DnaJ	326	3e-98 
B9K736.1|OBG_THENN|Full=GTPase Obg|Full=G	328	5e-98 
A7NRU6.2|OBG_ROSCS|Full=GTPase Obg|Full=G	327	8e-98 
B2V968.1|OBG_SULSY|Full=GTPase Obg|Full=G	322	2e-97 
Q6KHM2.1|OBG_MYCMO|Full=GTPase Obg|Full=G	325	3e-97 
A6LJZ0.1|OBG_THEM4|Full=GTPase Obg|Full=G	325	5e-97 
O67849.1|OBG_AQUAE|Full=GTPase Obg|Full=G	320	1e-96 
A3DF24.1|DNAJ_HUNT2|Full=Chaperone protein DnaJ	320	5e-96 
Q747Q2.1|OBG_GEOSL|Full=GTPase Obg|Full=G	317	1e-95 
Q24SS4.1|DNAJ_DESHY|Full=Chaperone protein DnaJ	317	4e-95 
B8FUN3.1|DNAJ_DESHD|Full=Chaperone protein DnaJ	317	4e-95 
Q98QK8.1|OBG_MYCPU|Full=GTPase Obg|Full=G	319	4e-95 
A9BK05.1|OBG_PETMO|Full=GTPase Obg|Full=G	319	8e-95 
B2KAW2.1|OBG_ELUMP|Full=GTPase Obg|Full=G	318	2e-94 
B7IGK8.1|OBG_THEAB|Full=GTPase Obg|Full=G	317	2e-94 
B7KIC1.1|OBG_GLOC7|Full=GTPase Obg|Full=G	313	4e-94 
A8G9K9.1|DNAJ_SERP5|Full=Chaperone protein DnaJ	314	4e-94 
Q8XIT1.1|DNAJ_CLOPE|Full=Chaperone protein DnaJ	314	6e-94 
Q5N4J6.1|OBG_SYNP6|Full=GTPase Obg|Full=G	312	9e-94 
Q31PN0.1|OBG_SYNE7|Full=GTPase Obg|Full=G	312	9e-94 
B1VAF2.1|OBG_PHYAS|Full=GTPase Obg|Full=G	314	2e-93 
Q55804.1|CRHR_SYNY3|Full=RNA helicase CrhR		 317	2e-93 
P37484.1|GDPP_BACSU|Full=Cyclic-di-AMP phosphodiest	323	2e-93 
A9FJF8.1|OBG_SORC5|Full=GTPase Obg|Full=G	311	3e-93 
B5YJ65.1|OBG_THEYD|Full=GTPase Obg|Full=G	310	4e-93 
P08164.5|NADE_BACSU|Full=NH(3)-dependent NAD(+) syn	306	6e-93 
P37887.3|CYSK_BACSU|Full=Cysteine synthase|Short=C	307	1e-92 
Q39QR4.1|OBG_GEOMG|Full=GTPase Obg|Full=G	308	2e-92 
A0Q1R3.1|DNAJ_CLONN|Full=Chaperone protein DnaJ	309	2e-92 
Q4A6N4.1|OBG_MYCS5|Full=GTPase Obg|Full=G	311	3e-92 
B3QZT1.1|OBG_PHYMT|Full=GTPase Obg|Full=G	311	3e-92 
Q5HJX7.1|WALR_STAAC|Full=Transcriptional regulatory	302	4e-92 
Q7A216.1|WALR_STAAW|Full=Transcriptional regulatory	302	4e-92 
Q2FKN8.1|WALR_STAA3|Full=Transcriptional regulatory	302	4e-92 
A6TXG8.1|WALR_STAA2|Full=Transcriptional regulatory	302	4e-92 
A5INQ9.1|WALR_STAA9|Full=Transcriptional regulatory	302	4e-92 
Q2YUQ3.2|WALR_STAAB|Full=Transcriptional regulatory	302	4e-92 
Q99XF3.2|WALR_STAAM|Full=Transcriptional regulatory	302	4e-92 
Q7A8E1.2|WALR_STAAN|Full=Transcriptional regulatory	302	4e-92 
Q6GKS7.2|WALR_STAAR|Full=Transcriptional regulatory	302	4e-92 
Q6GD72.2|WALR_STAAS|Full=Transcriptional regulatory	302	4e-92 
A8YYU1.2|WALR_STAAT|Full=Transcriptional regulatory	302	4e-92 
Q9RDT5.2|WALR_STAAU|Full=Transcriptional regulatory	302	4e-92 
A6QD57.2|WALR_STAAE|Full=Transcriptional regulatory	302	4e-92 
Q2G2U6.1|WALR_STAA8|Full=Transcriptional regulatory	302	4e-92 
A7WWQ5.2|WALR_STAA1|Full=Transcriptional regulatory	302	4e-92 
A7NS65.1|DNAJ_ROSCS|Full=Chaperone protein DnaJ	308	6e-92 
Q1DC95.1|OBG_MYXXD|Full=GTPase Obg|Full=G	312	7e-92 
B2IYX1.1|OBG_NOSP7|Full=GTPase Obg|Full=G	306	8e-92 
Q8RB67.1|DNAJ_CALS4|Full=Chaperone protein DnaJ	308	9e-92 
B2TLZ8.1|DNAJ_CLOBB|Full=Chaperone protein DnaJ	307	1e-91 
Q892R1.1|DNAJ_CLOTE|Full=Chaperone protein DnaJ	307	1e-91 
Q2LR77.2|OBG_SYNAS|Full=GTPase Obg|Full=G	305	2e-91 
B2V2I6.1|DNAJ_CLOBA|Full=Chaperone protein DnaJ	306	2e-91 
C1DD87.1|DNAJ_LARHH|Full=Chaperone protein DnaJ	306	2e-91 
Q6YRC6.1|OBG_ONYPE|Full=GTPase Obg|Full=G	308	2e-91 
B2K3M1.1|DNAJ_YERPB|Full=Chaperone protein DnaJ	306	3e-91 
Q66ES9.1|DNAJ_YERPS|Full=Chaperone protein DnaJ	306	3e-91 
Q8ZIM6.1|DNAJ_YERPE|Full=Chaperone protein DnaJ	306	3e-91 
Q1CMV6.1|DNAJ_YERPN|Full=Chaperone protein DnaJ	306	3e-91 
Q1C0J8.1|DNAJ_YERPA|Full=Chaperone protein DnaJ	306	3e-91 
A4TQF8.1|DNAJ_YERPP|Full=Chaperone protein DnaJ	306	3e-91 
A9R014.1|DNAJ_YERPG|Full=Chaperone protein DnaJ	306	3e-91 
B1JL03.1|DNAJ_YERPY|Full=Chaperone protein DnaJ	306	3e-91 
A7FME2.1|DNAJ_YERP3|Full=Chaperone protein DnaJ	306	3e-91 
A7HIF8.1|OBG_ANADF|Full=GTPase Obg|Full=G	305	3e-91 
B4UIU2.1|OBG_ANASK|Full=GTPase Obg|Full=G	303	1e-90 
Q2NIK0.1|OBG_AYWBP|Full=GTPase Obg|Full=G	306	1e-90 
Q2IH84.1|OBG_ANADE|Full=GTPase Obg|Full=G	303	1e-90 
B8JBP2.1|OBG_ANAD2|Full=GTPase Obg|Full=G	303	2e-90 
C5B7L8.1|DNAJ_EDWI9|Full=Chaperone protein DnaJ	303	2e-90 
A5GD29.1|OBG_GEOUR|Full=GTPase Obg|Full=G	302	2e-90 
B3E609.1|OBG_GEOLS|Full=GTPase Obg|Full=G	301	3e-90 
Q3A1D8.1|OBG_PELCD|Full=GTPase Obg|Full=G	302	4e-90 
A5N6M3.1|DNAJ_CLOK5|Full=Chaperone protein DnaJ	303	5e-90 
Q6F0U3.1|OBG_MESFL|Full=GTPase Obg|Full=G	305	5e-90 
B9M3W3.1|OBG_GEODF|Full=GTPase Obg|Full=G	301	5e-90 
B5E958.1|OBG_GEOBB|Full=GTPase Obg|Full=G	301	6e-90 
A7HJZ8.1|OBG_FERNB|Full=GTPase Obg|Full=G	303	1e-89 
Q1QSX1.1|DNAJ_CHRSD|Full=Chaperone protein DnaJ	301	2e-89 
A7X6Y1.1|LDH2_STAA1|Full=L-lactate dehydrogenase 2;	298	2e-89 
Q602A7.1|OBG_MYCH2|Full=GTPase Obg|Full=G	302	2e-89 
Q7N8Y3.1|DNAJ_PHOLL|Full=Chaperone protein DnaJ	300	3e-89 
Q4JWT6.1|OBG_CORJK|Full=GTPase Obg|Full=G	305	3e-89 
Q4A8X1.1|OBG_MYCH7|Full=GTPase Obg|Full=G	301	4e-89 
B8I304.1|DNAJ_RUMCH|Full=Chaperone protein DnaJ	300	5e-89 
B8E0B2.1|OBG_DICTD|Full=GTPase Obg|Full=G	301	6e-89 
Q6MTG9.1|OBG_MYCMS|Full=GTPase Obg|Full=G	301	1e-88 
Q3Z600.1|DNAJ_SHISS|Full=Chaperone protein DnaJ	298	1e-88 
Q8FLC5.3|DNAJ_ECOL6|Full=Chaperone protein DnaJ	298	1e-88 
Q8XA65.3|DNAJ_ECO57|Full=Chaperone protein DnaJ	298	1e-88 
Q1RGI7.1|DNAJ_ECOUT|Full=Chaperone protein DnaJ	298	1e-88 
A7ZHA5.1|DNAJ_ECO24|Full=Chaperone protein DnaJ	298	1e-88 
A7ZVV8.1|DNAJ_ECOHS|Full=Chaperone protein DnaJ	298	1e-88 
B1IRF9.1|DNAJ_ECOLC|Full=Chaperone protein DnaJ	298	1e-88 
B7MAD6.1|DNAJ_ECO45|Full=Chaperone protein DnaJ	298	1e-88 
B7NHB7.1|DNAJ_ECO7I|Full=Chaperone protein DnaJ	298	1e-88 
B7M0B1.1|DNAJ_ECO8A|Full=Chaperone protein DnaJ	298	1e-88 
B7N7N9.1|DNAJ_ECOLU|Full=Chaperone protein DnaJ	298	1e-88 
B6HZ11.1|DNAJ_ECOSE|Full=Chaperone protein DnaJ	298	1e-88 
B1LFU5.1|DNAJ_ECOSM|Full=Chaperone protein DnaJ	298	1e-88 
B7LVP7.1|DNAJ_ESCF3|Full=Chaperone protein DnaJ	298	1e-88 
B7UI60.1|DNAJ_ECO27|Full=Chaperone protein DnaJ	298	1e-88 
B7L4D9.1|DNAJ_ECO55|Full=Chaperone protein DnaJ	298	1e-88 
B7MNM2.1|DNAJ_ECO81|Full=Chaperone protein DnaJ	298	1e-88 
B5YYA8.1|DNAJ_ECO5E|Full=Chaperone protein DnaJ	298	1e-88 
Q326K6.1|DNAJ_SHIBS|Full=Chaperone protein DnaJ	298	1e-88 
B2U233.1|DNAJ_SHIB3|Full=Chaperone protein DnaJ	298	1e-88 
Q044A8.1|DNAJ_LACGA|Full=Chaperone protein DnaJ	298	2e-88 
B7JVH9.1|OBG_RIPO1|Full=GTPase Obg|Full=G	296	2e-88 
Q4AAV4.1|OBG_MYCHJ|Full=GTPase Obg|Full=G	300	2e-88 
Q0T8H5.1|DNAJ_SHIF8|Full=Chaperone protein DnaJ	298	2e-88 
Q2JJ90.1|OBG_SYNJB|Full=GTPase Obg|Full=G	296	4e-88 
B1XBE0.1|DNAJ_ECODH|Full=Chaperone protein DnaJ	296	5e-88 
P08622.3|DNAJ_ECOLI|Full=Chaperone protein DnaJ|Al	296	5e-88 
Q2SRV9.1|OBG_MYCCT|Full=GTPase Obg|Full=G	299	5e-88 
B0CDA2.1|OBG_ACAM1|Full=GTPase Obg|Full=G	296	5e-88 
Q32KA4.1|DNAJ_SHIDS|Full=Chaperone protein DnaJ	296	5e-88 
A4F9L3.1|OBG_SACEN|Full=GTPase Obg|Full=G	301	6e-88 
Q7NB30.2|OBG_MYCGA|Full=GTPase Obg|Full=G	299	6e-88 
A1JJD6.1|DNAJ_YERE8|Full=Chaperone protein DnaJ	296	7e-88 
Q9HV44.1|DNAJ_PSEAE|Full=Chaperone protein DnaJ	296	7e-88 
Q02FR2.1|DNAJ_PSEAB|Full=Chaperone protein DnaJ	296	7e-88 
B7V1H2.1|DNAJ_PSEA8|Full=Chaperone protein DnaJ	296	7e-88 
G2K265.1|CLPB_LISM4|Full=Chaperone protein ClpB	313	7e-88 
B2VGS0.1|DNAJ_ERWT9|Full=Chaperone protein DnaJ	296	8e-88 
Q74IT7.1|DNAJ_LACJO|Full=Chaperone protein DnaJ	296	9e-88 
A4G8R4.1|OBG_HERAR|Full=GTPase Obg|Full=G	296	9e-88 
C4ZPU1.1|DNAJ_ECOBW|Full=Chaperone protein DnaJ	296	1e-87 
Q5PDJ4.3|DNAJ_SALPA|Full=Chaperone protein DnaJ	296	1e-87 
B5BLH9.1|DNAJ_SALPK|Full=Chaperone protein DnaJ	296	1e-87 
P0A1G7.2|DNAJ_SALTY|Full=Chaperone protein DnaJ	296	1e-87 
P0A1G8.2|DNAJ_SALTI|Full=Chaperone protein DnaJ	296	1e-87 
Q57TP2.3|DNAJ_SALCH|Full=Chaperone protein DnaJ	296	1e-87 
A9MXI3.1|DNAJ_SALPB|Full=Chaperone protein DnaJ	296	1e-87 
B5F6Y9.1|DNAJ_SALA4|Full=Chaperone protein DnaJ	296	1e-87 
B5FHA7.1|DNAJ_SALDC|Full=Chaperone protein DnaJ	296	1e-87 
B5R5I3.1|DNAJ_SALEP|Full=Chaperone protein DnaJ	296	1e-87 
B5RF09.1|DNAJ_SALG2|Full=Chaperone protein DnaJ	296	1e-87 
B4TIB5.1|DNAJ_SALHS|Full=Chaperone protein DnaJ	296	1e-87 
B4T6D7.1|DNAJ_SALNS|Full=Chaperone protein DnaJ	296	1e-87 
B4TVZ6.1|DNAJ_SALSV|Full=Chaperone protein DnaJ	296	1e-87 
C0Q4F4.1|DNAJ_SALPC|Full=Chaperone protein DnaJ	296	1e-87 
B0BTI6.1|DNAJ_ACTPJ|Full=Chaperone protein DnaJ	296	1e-87 
B8FM68.1|OBG_DESAL|Full=GTPase Obg|Full=G	294	1e-87 
A9MR76.1|DNAJ_SALAR|Full=Chaperone protein DnaJ	295	1e-87 
C6DF09.1|DNAJ_PECCP|Full=Chaperone protein DnaJ	295	2e-87 
Q8KAF0.1|OBG_CHLTE|Full=GTPase Obg|Full=G	293	2e-87 
A6T4F5.1|DNAJ_KLEP7|Full=Chaperone protein DnaJ	295	3e-87 
B1VGL9.1|OBG_CORU7|Full=GTPase Obg|Full=G	299	4e-87 
Q6D0B8.1|DNAJ_PECAS|Full=Chaperone protein DnaJ	294	4e-87 
Q6AK07.1|OBG_DESPS|Full=GTPase Obg|Full=G	293	1e-86 
Q1GZ53.1|OBG_METFK|Full=GTPase Obg|Full=G	292	1e-86 
B1X0M2.1|OBG_CROS5|Full=GTPase Obg|Full=G	291	1e-86 
B3PMC1.1|OBG_MYCA5|Full=GTPase Obg|Full=G	295	1e-86 
A3N3J9.1|DNAJ_ACTP2|Full=Chaperone protein DnaJ	293	1e-86 
Q92T07.1|DNAJ_RHIME|Full=Chaperone protein DnaJ	293	1e-86 
Q8DF67.1|DNAJ_VIBVU|Full=Chaperone protein DnaJ	293	2e-86 
Q7MN84.2|DNAJ_VIBVY|Full=Chaperone protein DnaJ	293	2e-86 
Q31IT4.1|OBG_HYDCU|Full=GTPase Obg|Full=G	291 	2e-86 
A4W6D6.1|DNAJ_ENT38|Full=Chaperone protein DnaJ 	292 	3e-86 
P72931.1|OBG_SYNY3|Full=GTPase Obg|Full=G	290 	6e-86 
A6T2D5.1|OBG_JANMA|Full=GTPase Obg|Full=G	290 	6e-86 
Q8XVL0.1|OBG_RALSO|Full=GTPase Obg|Full=G	290 	9e-86 
B3QRD8.1|OBG_CHLP8|Full=GTPase Obg|Full=G	288 	1e-85 
A3NDS7.1|OBG_BURP6|Full=GTPase Obg|Full=G	290 	1e-85 
B3QVU6.1|OBG_CHLT3|Full=GTPase Obg|Full=G	288 	1e-85 
P95722.1|OBG_STRCO|Full=GTPase Obg|Full=G	293 	2e-85 
A8ZRY1.1|OBG_DESOH|Full=GTPase Obg|Full=G	287 	2e-85 
