Sequences	Score	Value
A0A0H2URK1.1|PSRP_STRPN|Full=Pneumococcal serine-ri	49.3	0.001 
A0A0H2URK1.1|PSRP_STRPN|Full=Pneumococcal serine-ri	49.3	0.001 
A0A0H2URK1.1|PSRP_STRPN|Full=Pneumococcal serine-ri	49.3	0.001 
Q7A780.1|SDRD_STAAN|Full=Serine-aspartate repeat-co	48.9	0.002 
Q99W47.1|SDRD_STAAM|Full=Serine-aspartate repeat-co	48.9	0.002 
Q7A780.1|SDRD_STAAN|Full=Serine-aspartate repeat-co	48.9	0.002 
Q99W47.1|SDRD_STAAM|Full=Serine-aspartate repeat-co	48.9	0.002 
Q7A780.1|SDRD_STAAN|Full=Serine-aspartate repeat-co	48.9	0.002 
Q99W47.1|SDRD_STAAM|Full=Serine-aspartate repeat-co	48.9	0.002 
O86488.1|SDRD_STAAE|Full=Serine-aspartate repeat-co	48.1	0.002 
O86488.1|SDRD_STAAE|Full=Serine-aspartate repeat-co	48.1	0.002 
O86488.1|SDRD_STAAE|Full=Serine-aspartate repeat-co	48.1	0.002 
Q5HIB3.1|SDRD_STAAC|Full=Serine-aspartate repeat-co	48.1	0.002 
Q2FJ78.1|SDRD_STAA3|Full=Serine-aspartate repeat-co	48.1	0.002 
Q5HIB3.1|SDRD_STAAC|Full=Serine-aspartate repeat-co	48.1	0.002 
Q2FJ78.1|SDRD_STAA3|Full=Serine-aspartate repeat-co	48.1	0.002 
Q5HIB3.1|SDRD_STAAC|Full=Serine-aspartate repeat-co	48.1	0.002 
Q2FJ78.1|SDRD_STAA3|Full=Serine-aspartate repeat-co	48.1	0.002 
Q2G0L4.1|SDRD_STAA8|Full=Serine-aspartate repeat-co	48.1	0.002 
Q2G0L4.1|SDRD_STAA8|Full=Serine-aspartate repeat-co	48.1	0.002 
Q2G0L4.1|SDRD_STAA8|Full=Serine-aspartate repeat-co	48.1	0.002 
Q6GBS5.1|SDRD_STAAS|Full=Serine-aspartate repeat-co	48.1	0.002 
Q6GBS5.1|SDRD_STAAS|Full=Serine-aspartate repeat-co	48.1	0.002 
Q6GBS5.1|SDRD_STAAS|Full=Serine-aspartate repeat-co	48.1	0.002 
Q8NXX6.1|SDRD_STAAW|Full=Serine-aspartate repeat-co	48.1	0.003 
Q8NXX6.1|SDRD_STAAW|Full=Serine-aspartate repeat-co	48.1	0.003 
Q8NXX6.1|SDRD_STAAW|Full=Serine-aspartate repeat-co	48.1	0.003 
O70022.1|FBE_STAEP|Full=Fibrinogen-binding protein;	47.4	0.004 
O70022.1|FBE_STAEP|Full=Fibrinogen-binding protein;	47.4	0.004 
O70022.1|FBE_STAEP|Full=Fibrinogen-binding protein;	47.4	0.004 
Q8CYC9.1|PFBA_STRR6|Full=Plasmin and fibronectin-bi	46.6	0.006 
Q8CYC9.1|PFBA_STRR6|Full=Plasmin and fibronectin-bi	46.6	0.006 
Q8CYC9.1|PFBA_STRR6|Full=Plasmin and fibronectin-bi	46.6	0.006 
Q9KI13.1|SDRG_STAEP|Full=Serine-aspartate repeat-co	45.8	0.012 
Q9KI13.1|SDRG_STAEP|Full=Serine-aspartate repeat-co	45.8	0.012 
Q9KI13.1|SDRG_STAEP|Full=Serine-aspartate repeat-co	45.8	0.012 
A1C3L3.1|FAP1_STRPA|Full=Fap1 adhesin|Ful	44.7	0.030 
A1C3L3.1|FAP1_STRPA|Full=Fap1 adhesin|Ful	44.7	0.030 
A1C3L3.1|FAP1_STRPA|Full=Fap1 adhesin|Ful	44.7	0.030 
P65288.2|LIP1_STAAM|Full=Lipase 1|Full=Gl	44.3	0.032 
P65289.2|LIP1_STAAN|Full=Lipase 1|Full=Gl	44.3	0.032 
P65288.2|LIP1_STAAM|Full=Lipase 1|Full=Gl	44.3	0.032 
P65289.2|LIP1_STAAN|Full=Lipase 1|Full=Gl	44.3	0.032 
P65288.2|LIP1_STAAM|Full=Lipase 1|Full=Gl	44.3	0.032 
P65289.2|LIP1_STAAN|Full=Lipase 1|Full=Gl	44.3	0.032 
Q5HCM7.1|LIP1_STAAC|Full=Lipase 1|Full=Gl	44.3	0.034 
Q6G604.2|LIP1_STAAS|Full=Lipase 1|Full=Gl	44.3	0.034 
Q8NUI5.2|LIP1_STAAW|Full=Lipase 1|Full=Gl	44.3	0.034 
Q2FUU5.1|LIP1_STAA8|Full=Lipase 1|Full=Gl	44.3	0.034 
Q5HCM7.1|LIP1_STAAC|Full=Lipase 1|Full=Gl	44.3	0.034 
Q6G604.2|LIP1_STAAS|Full=Lipase 1|Full=Gl	44.3	0.034 
Q8NUI5.2|LIP1_STAAW|Full=Lipase 1|Full=Gl	44.3	0.034 
Q2FUU5.1|LIP1_STAA8|Full=Lipase 1|Full=Gl	44.3	0.034 
Q5HCM7.1|LIP1_STAAC|Full=Lipase 1|Full=Gl	44.3	0.034 
Q6G604.2|LIP1_STAAS|Full=Lipase 1|Full=Gl	44.3	0.034 
Q8NUI5.2|LIP1_STAAW|Full=Lipase 1|Full=Gl	44.3	0.034 
Q2FUU5.1|LIP1_STAA8|Full=Lipase 1|Full=Gl	44.3	0.034 
P11657.1|PAC_STRMG|Full=Major cell-surface adhesin 	44.3	0.035 
P11657.1|PAC_STRMG|Full=Major cell-surface adhesin 	44.3	0.035 
P11657.1|PAC_STRMG|Full=Major cell-surface adhesin 	44.3	0.035 
Q6GJA7.1|SDRC_STAAR|Full=Serine-aspartate repeat-co	43.1	0.068 
Q6GJA7.1|SDRC_STAAR|Full=Serine-aspartate repeat-co	43.1	0.068 
Q6GJA7.1|SDRC_STAAR|Full=Serine-aspartate repeat-co	43.1	0.068 
Q8CMP4.1|SDRF_STAES|Full=Serine-aspartate repeat-co	43.5	0.072 
Q8CMP4.1|SDRF_STAES|Full=Serine-aspartate repeat-co	43.5	0.072 
Q8CMP4.1|SDRF_STAES|Full=Serine-aspartate repeat-co	43.5	0.072 
Q6GJA6.1|BBP_STAAR|Full=Bone sialoprotein-binding p	43.1	0.076 
Q6GJA6.1|BBP_STAAR|Full=Bone sialoprotein-binding p	43.1	0.076 
Q6GJA6.1|BBP_STAAR|Full=Bone sialoprotein-binding p	43.1	0.076 
Q14U76.1|BBP_STAAU|Full=Bone sialoprotein-binding p	43.1	0.081 
Q14U76.1|BBP_STAAU|Full=Bone sialoprotein-binding p	43.1	0.081 
Q14U76.1|BBP_STAAU|Full=Bone sialoprotein-binding p	43.1	0.081 
Q6GB45.1|CLFA_STAAS|Full=Clumping factor A|AltName	42.7	0.11  
Q6GB45.1|CLFA_STAAS|Full=Clumping factor A|AltName	42.7	0.11  
Q6GB45.1|CLFA_STAAS|Full=Clumping factor A|AltName	42.7	0.11  
Q49ZR0.1|LYRA_STAS1|Full=Lysostaphin resistance pro	42.4	0.11  
Q49ZR0.1|LYRA_STAS1|Full=Lysostaphin resistance pro	42.4	0.11  
Q49ZR0.1|LYRA_STAS1|Full=Lysostaphin resistance pro	42.4	0.11  
Q8NXJ1.1|CLFA_STAAW|Full=Clumping factor A|AltName	42.7	0.11  
Q8NXJ1.1|CLFA_STAAW|Full=Clumping factor A|AltName	42.7	0.11  
Q8NXJ1.1|CLFA_STAAW|Full=Clumping factor A|AltName	42.7	0.11  
Q4A0V8.1|UAFA_STAS1|Full=Uro-adherence factor A|Fl	42.7	0.11  
Q4A0V8.1|UAFA_STAS1|Full=Uro-adherence factor A|Fl	42.7	0.11  
Q4A0V8.1|UAFA_STAS1|Full=Uro-adherence factor A|Fl	42.7	0.11  
Q9KI14.1|SDRF_STAEP|Full=Serine-aspartate repeat-co	42.0	0.18  
Q9KI14.1|SDRF_STAEP|Full=Serine-aspartate repeat-co	42.0	0.18  
Q9KI14.1|SDRF_STAEP|Full=Serine-aspartate repeat-co	42.0	0.18  
Q5HHM8.1|CLFA_STAAC|Full=Clumping factor A|AltName	40.8	0.37  
Q53653.1|CLFA_STAAE|Full=Clumping factor A|AltName	40.8	0.37  
Q5HHM8.1|CLFA_STAAC|Full=Clumping factor A|AltName	40.8	0.37  
Q53653.1|CLFA_STAAE|Full=Clumping factor A|AltName	40.8	0.37  
Q5HHM8.1|CLFA_STAAC|Full=Clumping factor A|AltName	40.8	0.37  
Q53653.1|CLFA_STAAE|Full=Clumping factor A|AltName	40.8	0.37  
Q5HIB4.1|SDRC_STAAC|Full=Serine-aspartate repeat-co	40.8	0.37  
O86487.2|SDRC_STAAE|Full=Serine-aspartate repeat-co	40.8	0.37  
Q5HIB4.1|SDRC_STAAC|Full=Serine-aspartate repeat-co	40.8	0.37  
O86487.2|SDRC_STAAE|Full=Serine-aspartate repeat-co	40.8	0.37  
Q5HIB4.1|SDRC_STAAC|Full=Serine-aspartate repeat-co	40.8	0.37  
O86487.2|SDRC_STAAE|Full=Serine-aspartate repeat-co	40.8	0.37  
Q2G0L5.1|SDRC_STAA8|Full=Serine-aspartate repeat-co	40.8	0.38  
Q2G0L5.1|SDRC_STAA8|Full=Serine-aspartate repeat-co	40.8	0.38  
Q2G0L5.1|SDRC_STAA8|Full=Serine-aspartate repeat-co	40.8	0.38  
Q2G015.1|CLFA_STAA8|Full=Clumping factor A|AltName	40.8	0.38  
Q2G015.1|CLFA_STAA8|Full=Clumping factor A|AltName	40.8	0.38  
Q2G015.1|CLFA_STAA8|Full=Clumping factor A|AltName	40.8	0.38  
Q2FJ79.1|SDRC_STAA3|Full=Serine-aspartate repeat-co	40.8	0.38  
Q2FJ79.1|SDRC_STAA3|Full=Serine-aspartate repeat-co	40.8	0.38  
Q2FJ79.1|SDRC_STAA3|Full=Serine-aspartate repeat-co	40.8	0.38  
Q932C5.1|CLFA_STAAM|Full=Clumping factor A|AltName	40.8	0.40  
Q932C5.1|CLFA_STAAM|Full=Clumping factor A|AltName	40.8	0.40  
Q932C5.1|CLFA_STAAM|Full=Clumping factor A|AltName	40.8	0.40  
Q99VJ4.1|CLFA_STAAN|Full=Clumping factor A|AltName	40.8	0.40  
Q99VJ4.1|CLFA_STAAN|Full=Clumping factor A|AltName	40.8	0.40  
Q99VJ4.1|CLFA_STAAN|Full=Clumping factor A|AltName	40.8	0.40  
Q6GBS6.1|SDRC_STAAS|Full=Serine-aspartate repeat-co	40.8	0.41  
Q6GBS6.1|SDRC_STAAS|Full=Serine-aspartate repeat-co	40.8	0.41  
Q6GBS6.1|SDRC_STAAS|Full=Serine-aspartate repeat-co	40.8	0.41  
A6U1Q5.1|EBH_STAA2|Full=Extracellular matrix-bindin	40.4	0.55  
A5ISW6.1|EBH_STAA9|Full=Extracellular matrix-bindin	40.4	0.55  
A6U1Q5.1|EBH_STAA2|Full=Extracellular matrix-bindin	40.4	0.55  
A5ISW6.1|EBH_STAA9|Full=Extracellular matrix-bindin	40.4	0.55  
A6U1Q5.1|EBH_STAA2|Full=Extracellular matrix-bindin	40.4	0.55  
A5ISW6.1|EBH_STAA9|Full=Extracellular matrix-bindin	40.4	0.55  
Q6GIK4.1|CLFA_STAAR|Full=Clumping factor A|AltName	40.4	0.58  
Q6GIK4.1|CLFA_STAAR|Full=Clumping factor A|AltName	40.4	0.58  
Q6GIK4.1|CLFA_STAAR|Full=Clumping factor A|AltName	40.4	0.58  
Q8NXX7.1|SDRC_STAAW|Full=Serine-aspartate repeat-co	40.0	0.60  
Q8NXX7.1|SDRC_STAAW|Full=Serine-aspartate repeat-co	40.0	0.60  
Q8NXX7.1|SDRC_STAAW|Full=Serine-aspartate repeat-co	40.0	0.60  
Q7A781.1|SDRC_STAAN|Full=Serine-aspartate repeat-co	40.0	0.62  
Q99W48.1|SDRC_STAAM|Full=Serine-aspartate repeat-co	40.0	0.62  
Q7A781.1|SDRC_STAAN|Full=Serine-aspartate repeat-co	40.0	0.62  
Q99W48.1|SDRC_STAAM|Full=Serine-aspartate repeat-co	40.0	0.62  
Q7A781.1|SDRC_STAAN|Full=Serine-aspartate repeat-co	40.0	0.62  
Q99W48.1|SDRC_STAAM|Full=Serine-aspartate repeat-co	40.0	0.62  
Q2FH04.1|EBH_STAA3|Full=Extracellular matrix-bindin	39.7	1.0   
A8Z414.1|EBH_STAAT|Full=Extracellular matrix-bindin	39.7	1.0   
Q2FH04.1|EBH_STAA3|Full=Extracellular matrix-bindin	39.7	1.0   
A8Z414.1|EBH_STAAT|Full=Extracellular matrix-bindin	39.7	1.0   
Q2FH04.1|EBH_STAA3|Full=Extracellular matrix-bindin	39.7	1.0   
A8Z414.1|EBH_STAAT|Full=Extracellular matrix-bindin	39.7	1.0   
A0A0H2WHF1.1|BPAC_BURMA|Full=Autotransporter adhesi	38.5	1.8   
A0A0H2WHF1.1|BPAC_BURMA|Full=Autotransporter adhesi	38.5	1.8   
A0A0H2WHF1.1|BPAC_BURMA|Full=Autotransporter adhesi	38.5	1.8   
P0C0R4.1|LIP_STAES|Full=Lipase|Full=Glyce	38.1	2.2   
P0C0R4.1|LIP_STAES|Full=Lipase|Full=Glyce	38.1	2.2   
P0C0R4.1|LIP_STAES|Full=Lipase|Full=Glyce	38.1	2.2   
A0A0H3HIJ5.1|BPAC_BURP2|Full=Autotransporter adhesi	38.1	2.4   
A0A0H3HIJ5.1|BPAC_BURP2|Full=Autotransporter adhesi	38.1	2.4   
A0A0H3HIJ5.1|BPAC_BURP2|Full=Autotransporter adhesi	38.1	2.4   
Q6GDU5.1|FNBA_STAAR|Full=Fibronectin-binding protei	38.1	2.5   
Q6GDU5.1|FNBA_STAAR|Full=Fibronectin-binding protei	38.1	2.5   
Q6GDU5.1|FNBA_STAAR|Full=Fibronectin-binding protei	38.1	2.5   
P0C0R3.1|LIP_STAEP|Full=Lipase|Full=Glyce	38.1	2.6   
P0C0R3.1|LIP_STAEP|Full=Lipase|Full=Glyce	38.1	2.6   
P0C0R3.1|LIP_STAEP|Full=Lipase|Full=Glyce	38.1	2.6   
Q7A3J7.1|FNBA_STAAN|Full=Fibronectin-binding protei	38.1	2.6   
Q99RD2.1|FNBA_STAAM|Full=Fibronectin-binding protei	38.1	2.6   
A7X6I5.1|FNBA_STAA1|Full=Fibronectin-binding protei	38.1	2.6   
Q7A3J7.1|FNBA_STAAN|Full=Fibronectin-binding protei	38.1	2.6   
Q99RD2.1|FNBA_STAAM|Full=Fibronectin-binding protei	38.1	2.6   
A7X6I5.1|FNBA_STAA1|Full=Fibronectin-binding protei	38.1	2.6   
Q7A3J7.1|FNBA_STAAN|Full=Fibronectin-binding protei	38.1	2.6   
Q99RD2.1|FNBA_STAAM|Full=Fibronectin-binding protei	38.1	2.6   
A7X6I5.1|FNBA_STAA1|Full=Fibronectin-binding protei	38.1	2.6   
A0A0H2XKG3.1|FNBB_STAA3|Full=Fibronectin-binding pr	37.4	3.9   
A0A0H2XKG3.1|FNBB_STAA3|Full=Fibronectin-binding pr	37.4	3.9   
A0A0H2XKG3.1|FNBB_STAA3|Full=Fibronectin-binding pr	37.4	3.9   
Q2YW62.1|FNBA_STAAB|Full=Fibronectin-binding protei	37.4	4.2   
Q2YW62.1|FNBA_STAAB|Full=Fibronectin-binding protei	37.4	4.2   
Q2YW62.1|FNBA_STAAB|Full=Fibronectin-binding protei	37.4	4.2   
Q6G6H3.1|FNBA_STAAS|Full=Fibronectin-binding protei	37.4	4.6   
Q8NUU7.1|FNBA_STAAW|Full=Fibronectin-binding protei	37.4	4.6   
Q6G6H3.1|FNBA_STAAS|Full=Fibronectin-binding protei	37.4	4.6   
Q8NUU7.1|FNBA_STAAW|Full=Fibronectin-binding protei	37.4	4.6   
Q6G6H3.1|FNBA_STAAS|Full=Fibronectin-binding protei	37.4	4.6   
Q8NUU7.1|FNBA_STAAW|Full=Fibronectin-binding protei	37.4	4.6   
P9WGU1.1|PSTS1_MYCTU|Full=Phosphate-binding protein	36.6	6.0   
P9WGU1.1|PSTS1_MYCTU|Full=Phosphate-binding protein	36.6	6.0   
P9WGU1.1|PSTS1_MYCTU|Full=Phosphate-binding protein	36.6	6.0   
