Sequences	Score	Value
A7NRU6.2|OBG_ROSCS|Full=GTPase Obg|Full=G	330	1e-98 
B2V968.1|OBG_SULSY|Full=GTPase Obg|Full=G	326	1e-98 
A7WXP7.1|LDH1_STAA1|Full=L-lactate dehydrogenase 1;	324	2e-98 
P30725.2|DNAJ_CLOAB|Full=Chaperone protein DnaJ	327	2e-98 
Q9WXV3.1|OBG_THEMA|Full=GTPase Obg|Full=G	329	2e-98 
A3DF24.1|DNAJ_HUNT2|Full=Chaperone protein DnaJ	327	3e-98 
Q8XIT1.1|DNAJ_CLOPE|Full=Chaperone protein DnaJ	326	4e-98 
B2TLZ8.1|DNAJ_CLOBB|Full=Chaperone protein DnaJ	325	5e-98 
A6LRN5.1|DNAJ_CLOB8|Full=Chaperone protein DnaJ	325	9e-98 
Q6KHM2.1|OBG_MYCMO|Full=GTPase Obg|Full=G	327	1e-97 
B2V2I6.1|DNAJ_CLOBA|Full=Chaperone protein DnaJ	324	1e-97 
Q55804.1|CRHR_SYNY3|Full=RNA helicase CrhR	 328	2e-97 
A5UYW4.1|DNAJ_ROSS1|Full=Chaperone protein DnaJ	322	5e-97 
Q45552.1|DNAJ_GEOSE|Full=Chaperone protein DnaJ	322	7e-97 
Q747Q2.1|OBG_GEOSL|Full=GTPase Obg|Full=G	320	1e-96 
O67849.1|OBG_AQUAE|Full=GTPase Obg|Full=G	320	1e-96 
A6LJZ0.1|OBG_THEM4|Full=GTPase Obg|Full=G	323	2e-96 
A7NS65.1|DNAJ_ROSCS|Full=Chaperone protein DnaJ	320	3e-96 
P63969.1|DNAJ_NEIMB|Full=Chaperone protein DnaJ	320	4e-96 
P63968.1|DNAJ_NEIMA|Full=Chaperone protein DnaJ	320	4e-96 
A9LZV9.1|DNAJ_NEIM0|Full=Chaperone protein DnaJ	320	4e-96 
A1KR91.1|DNAJ_NEIMF|Full=Chaperone protein DnaJ	320	4e-96 
P08164.5|NADE_BACSU|Full=NH(3)-dependent NAD(+) syn	315	7e-96 
C5B7L8.1|DNAJ_EDWI9|Full=Chaperone protein DnaJ	319	9e-96 
Q8RB67.1|DNAJ_CALS4|Full=Chaperone protein DnaJ	319	1e-95 
B7KIC1.1|OBG_GLOC7|Full=GTPase Obg|Full=G	317	1e-95 
B2KAW2.1|OBG_ELUMP|Full=GTPase Obg|Full=G	322	2e-95 
B5YYA8.1|DNAJ_ECO5E|Full=Chaperone protein DnaJ	318	3e-95 
Q3Z600.1|DNAJ_SHISS|Full=Chaperone protein DnaJ	318	3e-95 
Q8FLC5.3|DNAJ_ECOL6|Full=Chaperone protein DnaJ	318	3e-95 
Q8XA65.3|DNAJ_ECO57|Full=Chaperone protein DnaJ	318	3e-95 
Q1RGI7.1|DNAJ_ECOUT|Full=Chaperone protein DnaJ	318	3e-95 
A7ZHA5.1|DNAJ_ECO24|Full=Chaperone protein DnaJ	318	3e-95 
A7ZVV8.1|DNAJ_ECOHS|Full=Chaperone protein DnaJ	318	3e-95 
B1IRF9.1|DNAJ_ECOLC|Full=Chaperone protein DnaJ	318	3e-95 
B7MAD6.1|DNAJ_ECO45|Full=Chaperone protein DnaJ	318	3e-95 
B7NHB7.1|DNAJ_ECO7I|Full=Chaperone protein DnaJ	318	3e-95 
B7M0B1.1|DNAJ_ECO8A|Full=Chaperone protein DnaJ	318	3e-95 
B7N7N9.1|DNAJ_ECOLU|Full=Chaperone protein DnaJ	318	3e-95 
B6HZ11.1|DNAJ_ECOSE|Full=Chaperone protein DnaJ	318	3e-95 
B1LFU5.1|DNAJ_ECOSM|Full=Chaperone protein DnaJ	318	3e-95 
B7LVP7.1|DNAJ_ESCF3|Full=Chaperone protein DnaJ	318	3e-95 
B7UI60.1|DNAJ_ECO27|Full=Chaperone protein DnaJ	318	3e-95 
B7L4D9.1|DNAJ_ECO55|Full=Chaperone protein DnaJ	318	3e-95 
B7MNM2.1|DNAJ_ECO81|Full=Chaperone protein DnaJ	318	3e-95 
Q326K6.1|DNAJ_SHIBS|Full=Chaperone protein DnaJ	318	3e-95 
B2U233.1|DNAJ_SHIB3|Full=Chaperone protein DnaJ	318	3e-95 
Q0T8H5.1|DNAJ_SHIF8|Full=Chaperone protein DnaJ	317	5e-95 
A7FME2.1|DNAJ_YERP3|Full=Chaperone protein DnaJ	317	7e-95 
Q24SS4.1|DNAJ_DESHY|Full=Chaperone protein DnaJ	317	8e-95 
B8FUN3.1|DNAJ_DESHD|Full=Chaperone protein DnaJ	317	8e-95 
B2K3M1.1|DNAJ_YERPB|Full=Chaperone protein DnaJ	317	8e-95 
Q66ES9.1|DNAJ_YERPS|Full=Chaperone protein DnaJ	317	8e-95 
Q8ZIM6.1|DNAJ_YERPE|Full=Chaperone protein DnaJ	317	8e-95 
Q1CMV6.1|DNAJ_YERPN|Full=Chaperone protein DnaJ	317	8e-95 
Q1C0J8.1|DNAJ_YERPA|Full=Chaperone protein DnaJ	317	8e-95 
A4TQF8.1|DNAJ_YERPP|Full=Chaperone protein DnaJ	317	8e-95 
A9R014.1|DNAJ_YERPG|Full=Chaperone protein DnaJ	317	8e-95 
B1JL03.1|DNAJ_YERPY|Full=Chaperone protein DnaJ	317	8e-95 
Q32KA4.1|DNAJ_SHIDS|Full=Chaperone protein DnaJ	316	8e-95 
B1VAF2.1|OBG_PHYAS|Full=GTPase Obg|Full=G	318	9e-95 
B1XBE0.1|DNAJ_ECODH|Full=Chaperone protein DnaJ	316	1e-94 
P08622.3|DNAJ_ECOLI|Full=Chaperone protein DnaJ|Al	316	1e-94 
C4ZPU1.1|DNAJ_ECOBW|Full=Chaperone protein DnaJ	316	1e-94 
B3QZT1.1|OBG_PHYMT|Full=GTPase Obg|Full=G	317	2e-94 
Q98QK8.1|OBG_MYCPU|Full=GTPase Obg|Full=G	317	2e-94 
Q5F5M1.1|DNAJ_NEIG1|Full=Chaperone protein DnaJ	315	3e-94 
Q5N4J6.1|OBG_SYNP6|Full=GTPase Obg|Full=G	313	3e-94 
Q31PN0.1|OBG_SYNE7|Full=GTPase Obg|Full=G	313	3e-94 
B7IGK8.1|OBG_THEAB|Full=GTPase Obg|Full=G	316	6e-94 
B5YJ65.1|OBG_THEYD|Full=GTPase Obg|Full=G	311	9e-94 
Q5PDJ4.3|DNAJ_SALPA|Full=Chaperone protein DnaJ	313	1e-93 
B5BLH9.1|DNAJ_SALPK|Full=Chaperone protein DnaJ	313	1e-93 
Q6YRC6.1|OBG_ONYPE|Full=GTPase Obg|Full=G	315	1e-93 
P0A1G7.2|DNAJ_SALTY|Full=Chaperone protein DnaJ	312	2e-93 
P0A1G8.2|DNAJ_SALTI|Full=Chaperone protein DnaJ	312	2e-93 
Q57TP2.3|DNAJ_SALCH|Full=Chaperone protein DnaJ	312	2e-93 
A9MXI3.1|DNAJ_SALPB|Full=Chaperone protein DnaJ	312	2e-93 
B5F6Y9.1|DNAJ_SALA4|Full=Chaperone protein DnaJ	312	2e-93 
B5FHA7.1|DNAJ_SALDC|Full=Chaperone protein DnaJ	312	2e-93 
B5R5I3.1|DNAJ_SALEP|Full=Chaperone protein DnaJ	312	2e-93 
B5RF09.1|DNAJ_SALG2|Full=Chaperone protein DnaJ	312	2e-93 
B4TIB5.1|DNAJ_SALHS|Full=Chaperone protein DnaJ	312	2e-93 
B4T6D7.1|DNAJ_SALNS|Full=Chaperone protein DnaJ	312	2e-93 
B4TVZ6.1|DNAJ_SALSV|Full=Chaperone protein DnaJ	312	2e-93 
C0Q4F4.1|DNAJ_SALPC|Full=Chaperone protein DnaJ	312	2e-93 
Q39QR4.1|OBG_GEOMG|Full=GTPase Obg|Full=G	311	2e-93 
Q2G2U4.1|WALK_STAA8|Full=Sensor protein kinase WalK	321	2e-93 
A7WWQ7.1|WALK_STAA1|Full=Sensor protein kinase WalK	321	2e-93 
A9FJF8.1|OBG_SORC5|Full=GTPase Obg|Full=G	311	3e-93 
A6T4F5.1|DNAJ_KLEP7|Full=Chaperone protein DnaJ	311	3e-93 
A9BK05.1|OBG_PETMO|Full=GTPase Obg|Full=G	314	3e-93 
Q7N8Y3.1|DNAJ_PHOLL|Full=Chaperone protein DnaJ	311	6e-93 
Q1DC95.1|OBG_MYXXD|Full=GTPase Obg|Full=G	315	6e-93 
C1DD87.1|DNAJ_LARHH|Full=Chaperone protein DnaJ	311	7e-93 
A9MR76.1|DNAJ_SALAR|Full=Chaperone protein DnaJ	310	7e-93 
B5Y241.1|DNAJ_KLEP3|Full=Chaperone protein DnaJ	310	8e-93 
Q4A6N4.1|OBG_MYCS5|Full=GTPase Obg|Full=G	312	1e-92 
B2IYX1.1|OBG_NOSP7|Full=GTPase Obg|Full=G	308	1e-92 
Q1QSX1.1|DNAJ_CHRSD|Full=Chaperone protein DnaJ	310	2e-92 
Q892R1.1|DNAJ_CLOTE|Full=Chaperone protein DnaJ	309	3e-92 
A5N6M3.1|DNAJ_CLOK5|Full=Chaperone protein DnaJ	308	5e-92 
A4W6D6.1|DNAJ_ENT38|Full=Chaperone protein DnaJ	308	7e-92 
Q182E7.1|DNAJ_CLOD6|Full=Chaperone protein DnaJ	308	7e-92 
Q2LR77.2|OBG_SYNAS|Full=GTPase Obg|Full=G	306	8e-92 
B2VGS0.1|DNAJ_ERWT9|Full=Chaperone protein DnaJ	308	9e-92 
A1JJD6.1|DNAJ_YERE8|Full=Chaperone protein DnaJ	307	9e-92 
A7HIF8.1|OBG_ANADF|Full=GTPase Obg|Full=G	306	1e-91 
Q6RSN5.1|DNAJ_RHIRD|Full=Chaperone protein DnaJ	307	1e-91 
C6DF09.1|DNAJ_PECCP|Full=Chaperone protein DnaJ	306	2e-91 
Q7UDU1.3|DNAJ_SHIFL|Full=Chaperone protein DnaJ	306	2e-91 
Q2NIK0.1|OBG_AYWBP|Full=GTPase Obg|Full=G	308	2e-91 
B3E609.1|OBG_GEOLS|Full=GTPase Obg|Full=G	305	2e-91 
P50018.2|DNAJ_AGRFC|Full=Chaperone protein DnaJ	306	2e-91 
A5GD29.1|OBG_GEOUR|Full=GTPase Obg|Full=G	305	2e-91 
B4F2V6.1|DNAJ_PROMH|Full=Chaperone protein DnaJ	306	2e-91 
Q3A1D8.1|OBG_PELCD|Full=GTPase Obg|Full=G	305	3e-91 
B4UIU2.1|OBG_ANASK|Full=GTPase Obg|Full=G	305	3e-91 
Q2IH84.1|OBG_ANADE|Full=GTPase Obg|Full=G	305	4e-91 
Q65U54.2|DNAJ_MANSM|Full=Chaperone protein DnaJ	305	4e-91 
Q6D0B8.1|DNAJ_PECAS|Full=Chaperone protein DnaJ	305	5e-91 
Q05646.1|DNAJ_ERYRH|Full=Chaperone protein DnaJ	305	5e-91 
B8JBP2.1|OBG_ANAD2|Full=GTPase Obg|Full=G	304	7e-91 
Q5HF23.1|PEPVL_STAAC|Full=Putative dipeptidase SACO	308	7e-91 
B9M3W3.1|OBG_GEODF|Full=GTPase Obg|Full=G	303	8e-91 
B5E958.1|OBG_GEOBB|Full=GTPase Obg|Full=G	303	9e-91 
G2K265.1|CLPB_LISM4|Full=Chaperone protein ClpB	321	1e-90 
P39794.3|PTTBC_BACSU|Full=PTS system trehalose-spec	307	2e-90 
O34242.2|DNAJ_VIBCH|Full=Chaperone protein DnaJ	303	5e-90 
A5F362.1|DNAJ_VIBC3|Full=Chaperone protein DnaJ	303	5e-90 
C3LTA6.1|DNAJ_VIBCM|Full=Chaperone protein DnaJ	303	5e-90 
A7HZ38.1|DNAJ_PARL1|Full=Chaperone protein DnaJ	303	5e-90 
A7MIK3.1|DNAJ_CROS8|Full=Chaperone protein DnaJ	302	5e-90 
Q2JJ90.1|OBG_SYNJB|Full=GTPase Obg|Full=G	301	8e-90 
Q67S53.1|DNAJ_SYMTH|Full=Chaperone protein DnaJ	302	8e-90 
B7JVH9.1|OBG_RIPO1|Full=GTPase Obg|Full=G	300	9e-90 
Q6F0U3.1|OBG_MESFL|Full=GTPase Obg|Full=G	304	1e-89 
A7HJZ8.1|OBG_FERNB|Full=GTPase Obg|Full=G	304	1e-89 
A4XYF5.1|DNAJ_PSEMY|Full=Chaperone protein DnaJ	301	1e-89 
B0BTI6.1|DNAJ_ACTPJ|Full=Chaperone protein DnaJ	301	2e-89 
Q8DKR7.2|DNAJ_THEEB|Full=Chaperone protein DnaJ	300	3e-89 
Q602A7.1|OBG_MYCH2|Full=GTPase Obg|Full=G	302	3e-89 
Q9HV44.1|DNAJ_PSEAE|Full=Chaperone protein DnaJ	300	3e-89 
Q02FR2.1|DNAJ_PSEAB|Full=Chaperone protein DnaJ	300	3e-89 
B7V1H2.1|DNAJ_PSEA8|Full=Chaperone protein DnaJ	300	3e-89 
Q7NB30.2|OBG_MYCGA|Full=GTPase Obg|Full=G	302	4e-89 
A4F9L3.1|OBG_SACEN|Full=GTPase Obg|Full=G	304	4e-89 
Q6MTG9.1|OBG_MYCMS|Full=GTPase Obg|Full=G	302	4e-89 
Q6VAY5.1|DNAJ_PSEST|Full=Chaperone protein DnaJ	300	5e-89 
Q4A8X1.1|OBG_MYCH7|Full=GTPase Obg|Full=G	301	5e-89 
A6VNB0.1|DNAJ_ACTSZ|Full=Chaperone protein DnaJ	300	6e-89 
B8E0B2.1|OBG_DICTD|Full=GTPase Obg|Full=G	301	8e-89 
Q1BYX2.1|DNAJ_BURCA|Full=Chaperone protein DnaJ	299	1e-88 
A0K4S9.1|DNAJ_BURCH|Full=Chaperone protein DnaJ	299	1e-88 
B1JW20.1|DNAJ_BURCC|Full=Chaperone protein DnaJ	299	1e-88 
B4EDZ1.1|DNAJ_BURCJ|Full=Chaperone protein DnaJ	299	1e-88 
A9KG87.1|DNAJ_COXBN|Full=Chaperone protein DnaJ	299	1e-88 
B6J7U6.1|DNAJ_COXB1|Full=Chaperone protein DnaJ	299	1e-88 
B0CDA2.1|OBG_ACAM1|Full=GTPase Obg|Full=G	298	1e-88 
Q11KJ5.1|DNAJ_CHESB|Full=Chaperone protein DnaJ	298	1e-88 
C1DFM2.1|DNAJ_AZOVD|Full=Chaperone protein DnaJ	298	2e-88 
C3MC05.1|DNAJ_SINFN|Full=Chaperone protein DnaJ	298	2e-88 
A4JBS2.1|DNAJ_BURVG|Full=Chaperone protein DnaJ	298	2e-88 
Q8L397.1|DNAJ_ACHLA|Full=Chaperone protein DnaJ	298	2e-88 
A6UEY1.1|DNAJ_SINMW|Full=Chaperone protein DnaJ	298	2e-88 
Q4AAV4.1|OBG_MYCHJ|Full=GTPase Obg|Full=G	300	2e-88 
Q0BI17.1|DNAJ_BURCM|Full=Chaperone protein DnaJ	298	2e-88 
B1YTK1.1|DNAJ_BURA4|Full=Chaperone protein DnaJ	298	2e-88 
B8FM68.1|OBG_DESAL|Full=GTPase Obg|Full=G	296	3e-88 
