Sequences	Score	Value
P25393.2|CFAD_ECOLX|Full=CFA/I fimbrial subunit D|	43.5	0.027 
Q2FH04.1|EBH_STAA3|Full=Extracellular matrix-bindin	44.7	0.032 
A8Z414.1|EBH_STAAT|Full=Extracellular matrix-bindin	44.7	0.032 
Q2FH04.1|EBH_STAA3|Full=Extracellular matrix-bindin	44.7	0.032 
A8Z414.1|EBH_STAAT|Full=Extracellular matrix-bindin	44.7	0.032 
Q2FH04.1|EBH_STAA3|Full=Extracellular matrix-bindin	44.7	0.032 
A8Z414.1|EBH_STAAT|Full=Extracellular matrix-bindin	44.7	0.032 
P65288.2|LIP1_STAAM|Full=Lipase 1|Full=Gl	43.9	0.046 
P65289.2|LIP1_STAAN|Full=Lipase 1|Full=Gl	43.9	0.046 
P65288.2|LIP1_STAAM|Full=Lipase 1|Full=Gl	43.9	0.046 
P65289.2|LIP1_STAAN|Full=Lipase 1|Full=Gl	43.9	0.046 
P65288.2|LIP1_STAAM|Full=Lipase 1|Full=Gl	43.9	0.046 
P65289.2|LIP1_STAAN|Full=Lipase 1|Full=Gl	43.9	0.046 
Q5HCM7.1|LIP1_STAAC|Full=Lipase 1|Full=Gl	43.5	0.049 
Q6G604.2|LIP1_STAAS|Full=Lipase 1|Full=Gl	43.5	0.049 
Q8NUI5.2|LIP1_STAAW|Full=Lipase 1|Full=Gl	43.5	0.049 
Q2FUU5.1|LIP1_STAA8|Full=Lipase 1|Full=Gl	43.5	0.049 
Q5HCM7.1|LIP1_STAAC|Full=Lipase 1|Full=Gl	43.5	0.049 
Q6G604.2|LIP1_STAAS|Full=Lipase 1|Full=Gl	43.5	0.049 
Q8NUI5.2|LIP1_STAAW|Full=Lipase 1|Full=Gl	43.5	0.049 
Q2FUU5.1|LIP1_STAA8|Full=Lipase 1|Full=Gl	43.5	0.049 
Q5HCM7.1|LIP1_STAAC|Full=Lipase 1|Full=Gl	43.5	0.049 
Q6G604.2|LIP1_STAAS|Full=Lipase 1|Full=Gl	43.5	0.049 
Q8NUI5.2|LIP1_STAAW|Full=Lipase 1|Full=Gl	43.5	0.049 
Q2FUU5.1|LIP1_STAA8|Full=Lipase 1|Full=Gl	43.5	0.049 
A6QKF4.1|ICAR_STAAE|Full=Biofilm operon icaADBC HTH	41.6	0.051 
A6QKF4.1|ICAR_STAAE|Full=Biofilm operon icaADBC HTH	41.6	0.051 
A6QKF4.1|ICAR_STAAE|Full=Biofilm operon icaADBC HTH	41.6	0.051 
Q8KWM1.1|SDRI_STASA|Full=Serine-aspartate repeat-co	43.9	0.055 
Q8KWM1.1|SDRI_STASA|Full=Serine-aspartate repeat-co	43.9	0.055 
Q8KWM1.1|SDRI_STASA|Full=Serine-aspartate repeat-co	43.9	0.055 
P16952.2|SSP5_STRGN|Full=Agglutinin receptor|AltNa	43.1	0.073 
P16952.2|SSP5_STRGN|Full=Agglutinin receptor|AltNa	43.1	0.073 
P16952.2|SSP5_STRGN|Full=Agglutinin receptor|AltNa	43.1	0.073 
O86488.1|SDRD_STAAE|Full=Serine-aspartate repeat-co	43.1	0.078 
O86488.1|SDRD_STAAE|Full=Serine-aspartate repeat-co	43.1	0.078 
O86488.1|SDRD_STAAE|Full=Serine-aspartate repeat-co	43.1	0.078 
Q5HIB3.1|SDRD_STAAC|Full=Serine-aspartate repeat-co	43.1	0.078 
Q2FJ78.1|SDRD_STAA3|Full=Serine-aspartate repeat-co	43.1	0.078 
Q5HIB3.1|SDRD_STAAC|Full=Serine-aspartate repeat-co	43.1	0.078 
Q2FJ78.1|SDRD_STAA3|Full=Serine-aspartate repeat-co	43.1	0.078 
Q5HIB3.1|SDRD_STAAC|Full=Serine-aspartate repeat-co	43.1	0.078 
Q2FJ78.1|SDRD_STAA3|Full=Serine-aspartate repeat-co	43.1	0.078 
Q2G0L4.1|SDRD_STAA8|Full=Serine-aspartate repeat-co	42.7	0.093 
Q2G0L4.1|SDRD_STAA8|Full=Serine-aspartate repeat-co	42.7	0.093 
Q2G0L4.1|SDRD_STAA8|Full=Serine-aspartate repeat-co	42.7	0.093 
Q8NXX6.1|SDRD_STAAW|Full=Serine-aspartate repeat-co	42.7	0.097 
Q8NXX6.1|SDRD_STAAW|Full=Serine-aspartate repeat-co	42.7	0.097 
Q8NXX6.1|SDRD_STAAW|Full=Serine-aspartate repeat-co	42.7	0.097 
A6U1Q5.1|EBH_STAA2|Full=Extracellular matrix-bindin	43.1	0.098 
A5ISW6.1|EBH_STAA9|Full=Extracellular matrix-bindin	43.1	0.098 
A6U1Q5.1|EBH_STAA2|Full=Extracellular matrix-bindin	43.1	0.098 
A5ISW6.1|EBH_STAA9|Full=Extracellular matrix-bindin	43.1	0.098 
A6U1Q5.1|EBH_STAA2|Full=Extracellular matrix-bindin	43.1	0.098 
A5ISW6.1|EBH_STAA9|Full=Extracellular matrix-bindin	43.1	0.098 
P9WGU1.1|PSTS1_MYCTU|Full=Phosphate-binding protein	41.6	0.15  
P9WGU1.1|PSTS1_MYCTU|Full=Phosphate-binding protein	41.6	0.15  
P9WGU1.1|PSTS1_MYCTU|Full=Phosphate-binding protein	41.6	0.15  
Q6GJA7.1|SDRC_STAAR|Full=Serine-aspartate repeat-co	42.0	0.15  
Q6GJA7.1|SDRC_STAAR|Full=Serine-aspartate repeat-co	42.0	0.15  
Q6GJA7.1|SDRC_STAAR|Full=Serine-aspartate repeat-co	42.0	0.15  
Q6GBS5.1|SDRD_STAAS|Full=Serine-aspartate repeat-co	42.0	0.17  
Q6GBS5.1|SDRD_STAAS|Full=Serine-aspartate repeat-co	42.0	0.17  
Q6GBS5.1|SDRD_STAAS|Full=Serine-aspartate repeat-co	42.0	0.17  
A0A0H2URK1.1|PSRP_STRPN|Full=Pneumococcal serine-ri	42.0	0.21  
A0A0H2URK1.1|PSRP_STRPN|Full=Pneumococcal serine-ri	42.0	0.21  
A0A0H2URK1.1|PSRP_STRPN|Full=Pneumococcal serine-ri	42.0	0.21  
Q9KI13.1|SDRG_STAEP|Full=Serine-aspartate repeat-co	41.2	0.31  
Q9KI13.1|SDRG_STAEP|Full=Serine-aspartate repeat-co	41.2	0.31  
Q9KI13.1|SDRG_STAEP|Full=Serine-aspartate repeat-co	41.2	0.31  
O70022.1|FBE_STAEP|Full=Fibrinogen-binding protein;	41.2	0.32  
O70022.1|FBE_STAEP|Full=Fibrinogen-binding protein;	41.2	0.32  
O70022.1|FBE_STAEP|Full=Fibrinogen-binding protein;	41.2	0.32  
Q7A781.1|SDRC_STAAN|Full=Serine-aspartate repeat-co	40.4	0.54  
Q99W48.1|SDRC_STAAM|Full=Serine-aspartate repeat-co	40.4	0.54  
Q7A781.1|SDRC_STAAN|Full=Serine-aspartate repeat-co	40.4	0.54  
Q99W48.1|SDRC_STAAM|Full=Serine-aspartate repeat-co	40.4	0.54  
Q7A781.1|SDRC_STAAN|Full=Serine-aspartate repeat-co	40.4	0.54  
Q99W48.1|SDRC_STAAM|Full=Serine-aspartate repeat-co	40.4	0.54  
Q5HIB4.1|SDRC_STAAC|Full=Serine-aspartate repeat-co	40.0	0.58  
O86487.2|SDRC_STAAE|Full=Serine-aspartate repeat-co	40.0	0.58  
Q5HIB4.1|SDRC_STAAC|Full=Serine-aspartate repeat-co	40.0	0.58  
O86487.2|SDRC_STAAE|Full=Serine-aspartate repeat-co	40.0	0.58  
Q5HIB4.1|SDRC_STAAC|Full=Serine-aspartate repeat-co	40.0	0.58  
O86487.2|SDRC_STAAE|Full=Serine-aspartate repeat-co	40.0	0.58  
Q2G0L5.1|SDRC_STAA8|Full=Serine-aspartate repeat-co	40.0	0.58  
Q2G0L5.1|SDRC_STAA8|Full=Serine-aspartate repeat-co	40.0	0.58  
Q2G0L5.1|SDRC_STAA8|Full=Serine-aspartate repeat-co	40.0	0.58  
Q2FJ79.1|SDRC_STAA3|Full=Serine-aspartate repeat-co	40.0	0.59  
Q2FJ79.1|SDRC_STAA3|Full=Serine-aspartate repeat-co	40.0	0.59  
Q2FJ79.1|SDRC_STAA3|Full=Serine-aspartate repeat-co	40.0	0.59  
Q6GB45.1|CLFA_STAAS|Full=Clumping factor A|AltName	40.0	0.62  
Q6GB45.1|CLFA_STAAS|Full=Clumping factor A|AltName	40.0	0.62  
Q6GB45.1|CLFA_STAAS|Full=Clumping factor A|AltName	40.0	0.62  
Q8NXJ1.1|CLFA_STAAW|Full=Clumping factor A|AltName	40.0	0.62  
Q8NXJ1.1|CLFA_STAAW|Full=Clumping factor A|AltName	40.0	0.62  
Q8NXJ1.1|CLFA_STAAW|Full=Clumping factor A|AltName	40.0	0.62  
Q5HHM8.1|CLFA_STAAC|Full=Clumping factor A|AltName	40.0	0.65  
Q5HHM8.1|CLFA_STAAC|Full=Clumping factor A|AltName	40.0	0.65  
Q5HHM8.1|CLFA_STAAC|Full=Clumping factor A|AltName	40.0	0.65  
Q53653.1|CLFA_STAAE|Full=Clumping factor A|AltName	40.0	0.66  
Q53653.1|CLFA_STAAE|Full=Clumping factor A|AltName	40.0	0.66  
Q53653.1|CLFA_STAAE|Full=Clumping factor A|AltName	40.0	0.66  
Q8NXX7.1|SDRC_STAAW|Full=Serine-aspartate repeat-co	40.0	0.66  
Q8NXX7.1|SDRC_STAAW|Full=Serine-aspartate repeat-co	40.0	0.66  
Q8NXX7.1|SDRC_STAAW|Full=Serine-aspartate repeat-co	40.0	0.66  
Q2G015.1|CLFA_STAA8|Full=Clumping factor A|AltName	40.0	0.66  
Q2G015.1|CLFA_STAA8|Full=Clumping factor A|AltName	40.0	0.66  
Q2G015.1|CLFA_STAA8|Full=Clumping factor A|AltName	40.0	0.66  
Q6GBS6.1|SDRC_STAAS|Full=Serine-aspartate repeat-co	40.0	0.67  
Q6GBS6.1|SDRC_STAAS|Full=Serine-aspartate repeat-co	40.0	0.67  
Q6GBS6.1|SDRC_STAAS|Full=Serine-aspartate repeat-co	40.0	0.67  
Q932C5.1|CLFA_STAAM|Full=Clumping factor A|AltName	40.0	0.73  
Q932C5.1|CLFA_STAAM|Full=Clumping factor A|AltName	40.0	0.73  
Q932C5.1|CLFA_STAAM|Full=Clumping factor A|AltName	40.0	0.73  
Q99VJ4.1|CLFA_STAAN|Full=Clumping factor A|AltName	40.0	0.74  
Q99VJ4.1|CLFA_STAAN|Full=Clumping factor A|AltName	40.0	0.74  
Q99VJ4.1|CLFA_STAAN|Full=Clumping factor A|AltName	40.0	0.74  
Q8CMP4.1|SDRF_STAES|Full=Serine-aspartate repeat-co	39.3	1.2   
Q8CMP4.1|SDRF_STAES|Full=Serine-aspartate repeat-co	39.3	1.2   
Q8CMP4.1|SDRF_STAES|Full=Serine-aspartate repeat-co	39.3	1.2   
Q9KI14.1|SDRF_STAEP|Full=Serine-aspartate repeat-co	39.3	1.2   
Q9KI14.1|SDRF_STAEP|Full=Serine-aspartate repeat-co	39.3	1.2   
Q9KI14.1|SDRF_STAEP|Full=Serine-aspartate repeat-co	39.3	1.2   
Q6GDH2.1|CLFB_STAAR|Full=Clumping factor B|AltName	38.5	2.0   
Q6GDH2.1|CLFB_STAAR|Full=Clumping factor B|AltName	38.5	2.0   
Q6GDH2.1|CLFB_STAAR|Full=Clumping factor B|AltName	38.5	2.0   
Q6G644.1|CLFB_STAAS|Full=Clumping factor B|AltName	38.5	2.0   
Q6G644.1|CLFB_STAAS|Full=Clumping factor B|AltName	38.5	2.0   
Q6G644.1|CLFB_STAAS|Full=Clumping factor B|AltName	38.5	2.0   
Q8NUL0.1|CLFB_STAAW|Full=Clumping factor B|AltName	38.5	2.0   
Q8NUL0.1|CLFB_STAAW|Full=Clumping factor B|AltName	38.5	2.0   
Q8NUL0.1|CLFB_STAAW|Full=Clumping factor B|AltName	38.5	2.0   
P0C0R4.1|LIP_STAES|Full=Lipase|Full=Glyce	38.1	2.2   
P0C0R4.1|LIP_STAES|Full=Lipase|Full=Glyce	38.1	2.2   
P0C0R4.1|LIP_STAES|Full=Lipase|Full=Glyce	38.1	2.2   
Q6GIK4.1|CLFA_STAAR|Full=Clumping factor A|AltName	38.1	2.3   
Q6GIK4.1|CLFA_STAAR|Full=Clumping factor A|AltName	38.1	2.3   
Q6GIK4.1|CLFA_STAAR|Full=Clumping factor A|AltName	38.1	2.3   
P0C0R3.1|LIP_STAEP|Full=Lipase|Full=Glyce	38.1	2.3   
P0C0R3.1|LIP_STAEP|Full=Lipase|Full=Glyce	38.1	2.3   
P0C0R3.1|LIP_STAEP|Full=Lipase|Full=Glyce	38.1	2.3   
Q99R07.1|CLFB_STAAM|Full=Clumping factor B|AltName	38.1	2.3   
Q7A382.1|CLFB_STAAN|Full=Clumping factor B|AltName	38.1	2.3   
Q2FUY2.1|CLFB_STAA8|Full=Clumping factor B|AltName	38.1	2.3   
Q99R07.1|CLFB_STAAM|Full=Clumping factor B|AltName	38.1	2.3   
Q7A382.1|CLFB_STAAN|Full=Clumping factor B|AltName	38.1	2.3   
Q2FUY2.1|CLFB_STAA8|Full=Clumping factor B|AltName	38.1	2.3   
Q99R07.1|CLFB_STAAM|Full=Clumping factor B|AltName	38.1	2.3   
Q7A382.1|CLFB_STAAN|Full=Clumping factor B|AltName	38.1	2.3   
Q2FUY2.1|CLFB_STAA8|Full=Clumping factor B|AltName	38.1	2.3   
Q5HCR7.1|CLFB_STAAC|Full=Clumping factor B|AltName	38.1	2.3   
O86476.2|CLFB_STAAE|Full=Clumping factor B|AltName	38.1	2.3   
Q5HCR7.1|CLFB_STAAC|Full=Clumping factor B|AltName	38.1	2.3   
O86476.2|CLFB_STAAE|Full=Clumping factor B|AltName	38.1	2.3   
Q5HCR7.1|CLFB_STAAC|Full=Clumping factor B|AltName	38.1	2.3   
O86476.2|CLFB_STAAE|Full=Clumping factor B|AltName	38.1	2.3   
P11657.1|PAC_STRMG|Full=Major cell-surface adhesin 	38.1	2.6   
P11657.1|PAC_STRMG|Full=Major cell-surface adhesin 	38.1	2.6   
P11657.1|PAC_STRMG|Full=Major cell-surface adhesin 	38.1	2.6   
P23504.2|SPAP_STRMU|Full=Cell surface antigen I/II;	38.1	2.7   
P23504.2|SPAP_STRMU|Full=Cell surface antigen I/II;	38.1	2.7   
P23504.2|SPAP_STRMU|Full=Cell surface antigen I/II;	38.1	2.7   
Q4A0V8.1|UAFA_STAS1|Full=Uro-adherence factor A|Fl	37.7	3.3   
Q4A0V8.1|UAFA_STAS1|Full=Uro-adherence factor A|Fl	37.7	3.3   
Q4A0V8.1|UAFA_STAS1|Full=Uro-adherence factor A|Fl	37.7	3.3   
P21979.2|SPAA_STRDO|Full=Cell surface antigen I/II;	36.6	8.9   
P21979.2|SPAA_STRDO|Full=Cell surface antigen I/II;	36.6	8.9   
P21979.2|SPAA_STRDO|Full=Cell surface antigen I/II;	36.6	8.9   
Q02GC2.1|PILY1_PSEAB|Full=Type IV pilus biogenesis 	36.2	9.3   
Q02GC2.1|PILY1_PSEAB|Full=Type IV pilus biogenesis 	36.2	9.3   
Q02GC2.1|PILY1_PSEAB|Full=Type IV pilus biogenesis 	36.2	9.3
